SerialNo,PurchaseId,ProductId,Quantity,Bonus,Price,DiscRatio1,DiscRatio2,STValue,STRatio,TTLValue,TTLSalestax,IsDeleted
599,254,02009,1200.000,0.000,20.0000,0.00,0.00,0.00,0.00,24000.00,0.00,False
600,255,01003,10000.000,0.000,13.0000,0.00,0.00,0.00,0.00,130000.00,0.00,False
601,256,02097,600.000,0.000,230.0000,0.00,0.00,0.00,0.00,138000.00,0.00,False
602,257,01043,400.000,0.000,13.7500,0.00,0.00,0.00,0.00,5500.00,0.00,False
603,258,01027,25.000,0.000,400.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False
605,259,01043,400.000,0.000,13.7500,0.00,0.00,0.00,0.00,5500.00,0.00,False
604,259,01184,90.000,0.000,367.0000,0.00,0.00,0.00,0.00,33030.00,0.00,False
606,260,02014,340.000,0.000,440.0000,0.00,0.00,0.00,0.00,149600.00,0.00,False
610,261,02258,220.000,0.000,40.0000,0.00,0.00,0.00,0.00,8800.00,0.00,False
612,261,02272,25.000,0.000,40.0000,0.00,0.00,0.00,0.00,1000.00,0.00,False
607,261,02274,515.000,0.000,100.0000,0.00,0.00,0.00,0.00,51500.00,0.00,False
608,261,02346,325.000,0.000,40.0000,0.00,0.00,0.00,0.00,13000.00,0.00,False
609,261,02385,1275.000,0.000,18.0000,0.00,0.00,0.00,0.00,22950.00,0.00,False
611,261,02440,10.000,0.000,190.0000,0.00,0.00,0.00,0.00,1900.00,0.00,False
613,262,02004,200.000,0.000,235.0000,0.00,0.00,0.00,0.00,47000.00,0.00,False
614,263,02014,357.000,0.000,440.0000,0.00,0.00,0.00,0.00,157080.00,0.00,False
615,263,02097,120.000,0.000,230.0000,0.00,0.00,0.00,0.00,27600.00,0.00,False
616,264,01060,25.000,0.000,950.0000,0.00,0.00,0.00,0.00,23750.00,0.00,False
617,265,01193,5.000,0.000,950.0000,0.00,0.00,0.00,0.00,4750.00,0.00,False
618,266,02054,20.000,0.000,190.0000,0.00,0.00,0.00,0.00,3800.00,0.00,False
625,266,02129,12.000,0.000,75.0000,0.00,0.00,0.00,0.00,900.00,0.00,False
624,266,02271,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
623,266,02297,70.000,0.000,40.0000,0.00,0.00,0.00,0.00,2800.00,0.00,False
619,266,02443,55.000,0.000,80.0000,0.00,0.00,0.00,0.00,4400.00,0.00,False
620,266,02455,80.000,0.000,80.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
622,266,02457,80.000,0.000,80.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
621,266,02459,135.000,0.000,40.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False
626,267,02468,135.000,0.000,40.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False
627,267,02469,135.000,0.000,40.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False
628,267,02470,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
629,267,02471,12.000,0.000,140.0000,0.00,0.00,0.00,0.00,1680.00,0.00,False
630,267,02472,12.000,0.000,140.0000,0.00,0.00,0.00,0.00,1680.00,0.00,False
632,268,01044,25.000,0.000,128.0000,0.00,0.00,0.00,0.00,3200.00,0.00,False
631,268,01184,30.000,0.000,367.0000,0.00,0.00,0.00,0.00,11010.00,0.00,False
633,269,01002,25.000,0.000,280.0000,0.00,0.00,0.00,0.00,7000.00,0.00,False
635,270,02147,50.000,0.000,40.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False
636,270,02210,50.000,0.000,40.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False
634,270,02267,50.000,0.000,40.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False
637,270,02343,50.000,0.000,40.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False
638,271,01043,2000.000,0.000,13.7500,0.00,0.00,0.00,0.00,27500.00,0.00,False
639,272,02054,35.000,0.000,190.0000,0.00,0.00,0.00,0.00,6650.00,0.00,False
640,273,02055,26.000,0.000,140.0000,0.00,0.00,0.00,0.00,3640.00,0.00,False
642,274,01044,50.000,0.000,128.0000,0.00,0.00,0.00,0.00,6400.00,0.00,False
641,274,01184,60.000,0.000,367.0000,0.00,0.00,0.00,0.00,22020.00,0.00,False
643,275,02014,340.000,0.000,440.0000,0.00,0.00,0.00,0.00,149600.00,0.00,False
644,276,02004,40.000,0.000,227.0000,0.00,0.00,0.00,0.00,9080.00,0.00,False
645,277,02026,150.000,0.000,30.0000,0.00,0.00,0.00,0.00,4500.00,0.00,False
648,277,02041,12.000,0.000,120.0000,0.00,0.00,0.00,0.00,1440.00,0.00,False
646,277,02163,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
647,277,02168,200.000,0.000,40.0000,0.00,0.00,0.00,0.00,8000.00,0.00,False
665,277,02213,1000.000,0.000,168.0000,0.00,0.00,0.00,0.00,168000.00,0.00,False
649,277,02219,20.000,0.000,120.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
667,277,02277,1030.000,0.000,168.0000,0.00,0.00,0.00,0.00,173040.00,0.00,False
661,277,02291,50.000,0.000,40.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False
666,277,02307,1040.000,0.000,168.0000,0.00,0.00,0.00,0.00,174720.00,0.00,False
650,277,02329,20.000,0.000,240.0000,0.00,0.00,0.00,0.00,4800.00,0.00,False
655,277,02330,160.000,0.000,80.0000,0.00,0.00,0.00,0.00,12800.00,0.00,False
660,277,02331,72.000,0.000,40.0000,0.00,0.00,0.00,0.00,2880.00,0.00,False
652,277,02332,55.000,0.000,80.0000,0.00,0.00,0.00,0.00,4400.00,0.00,False
653,277,02334,55.000,0.000,80.0000,0.00,0.00,0.00,0.00,4400.00,0.00,False
657,277,02336,55.000,0.000,80.0000,0.00,0.00,0.00,0.00,4400.00,0.00,False
654,277,02337,55.000,0.000,80.0000,0.00,0.00,0.00,0.00,4400.00,0.00,False
656,277,02342,55.000,0.000,80.0000,0.00,0.00,0.00,0.00,4400.00,0.00,False
651,277,02345,20.000,0.000,75.0000,0.00,0.00,0.00,0.00,1500.00,0.00,False
658,277,02435,30.000,0.000,80.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
659,277,02436,30.000,0.000,80.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False
662,278,01046,25.000,0.000,10500.0000,0.00,0.00,0.00,0.00,262500.00,0.00,False
663,278,01053,5.000,0.000,14500.0000,0.00,0.00,0.00,0.00,72500.00,0.00,False
664,278,01054,10.000,0.000,16500.0000,0.00,0.00,0.00,0.00,165000.00,0.00,False
668,279,01016,17180.000,0.000,10.0000,0.00,0.00,0.00,0.00,171800.00,0.00,False
669,280,02014,306.000,0.000,440.0000,0.00,0.00,0.00,0.00,134640.00,0.00,False
670,281,02004,155.000,0.000,235.0000,0.00,0.00,0.00,0.00,36425.00,0.00,False
671,281,02059,10.000,0.000,176.0000,0.00,0.00,0.00,0.00,1760.00,0.00,False
672,282,01019,6.000,0.000,5200.0000,0.00,0.00,0.00,0.00,31200.00,0.00,False
673,282,01075,6.000,0.000,4700.0000,0.00,0.00,0.00,0.00,28200.00,0.00,False
674,283,02173,20.000,0.000,190.0000,0.00,0.00,0.00,0.00,3800.00,0.00,False
678,284,01010,25.000,0.000,2800.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False
679,284,01013,25.000,0.000,260.0000,0.00,0.00,0.00,0.00,6500.00,0.00,False
684,284,01031,25.000,0.000,6500.0000,0.00,0.00,0.00,0.00,162500.00,0.00,False
677,284,01038,35.000,0.000,650.0000,0.00,0.00,0.00,0.00,22750.00,0.00,False
680,284,01041,25.000,0.000,560.0000,0.00,0.00,0.00,0.00,14000.00,0.00,False
676,284,01055,25.000,0.000,1550.0000,0.00,0.00,0.00,0.00,38750.00,0.00,False
686,284,01057,10.000,0.000,12500.0000,0.00,0.00,0.00,0.00,125000.00,0.00,False
681,284,01058,25.000,0.000,1450.0000,0.00,0.00,0.00,0.00,36250.00,0.00,False
685,284,01080,5.000,0.000,5800.0000,0.00,0.00,0.00,0.00,29000.00,0.00,False
675,284,01143,50.000,0.000,3400.0000,0.00,0.00,0.00,0.00,170000.00,0.00,False
683,284,01189,70.000,0.000,700.0000,0.00,0.00,0.00,0.00,49000.00,0.00,False
682,284,01201,90.000,0.000,750.0000,0.00,0.00,0.00,0.00,67500.00,0.00,False
687,285,02004,44.000,0.000,235.0000,0.00,0.00,0.00,0.00,10340.00,0.00,False
688,286,02097,60.000,0.000,230.0000,0.00,0.00,0.00,0.00,13800.00,0.00,False
689,287,01184,60.000,0.000,367.0000,0.00,0.00,0.00,0.00,22020.00,0.00,False
690,288,02358,6.000,0.000,140.0000,0.00,0.00,0.00,0.00,840.00,0.00,False
691,289,02473,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
692,289,02475,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
695,289,02476,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
693,289,02477,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
694,289,02478,15.000,0.000,40.0000,0.00,0.00,0.00,0.00,600.00,0.00,False
696,290,02316,5300.000,0.000,7.2500,0.00,0.00,0.00,0.00,38425.00,0.00,False
697,291,01015,2750.000,0.000,17.0000,0.00,0.00,0.00,0.00,46750.00,0.00,False
698,292,01042,50.000,0.000,169.0000,0.00,0.00,0.00,0.00,8450.00,0.00,False
702,293,01019,1.000,0.000,5200.0000,0.00,0.00,0.00,0.00,5200.00,0.00,False
701,293,01020,140.000,0.000,312.0000,0.00,0.00,0.00,0.00,43680.00,0.00,False
700,293,01036,215.000,0.000,650.0000,0.00,0.00,0.00,0.00,139750.00,0.00,False
699,293,01045,275.000,0.000,285.0000,0.00,0.00,0.00,0.00,78375.00,0.00,False
704,293,01070,1.000,0.000,5000.0000,0.00,0.00,0.00,0.00,5000.00,0.00,False
703,293,01075,1.000,0.000,4600.0000,0.00,0.00,0.00,0.00,4600.00,0.00,False
705,294,02014,255.000,0.000,440.0000,0.00,0.00,0.00,0.00,112200.00,0.00,False
706,294,02097,360.000,0.000,230.0000,0.00,0.00,0.00,0.00,82800.00,0.00,False
707,295,02004,10.000,0.000,225.0000,0.00,0.00,0.00,0.00,2250.00,0.00,False
720,296,02127,1000.000,0.000,33.0000,0.00,0.00,0.00,0.00,33000.00,0.00,False
714,296,02129,10.000,0.000,75.0000,0.00,0.00,0.00,0.00,750.00,0.00,False
712,296,02163,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
711,296,02268,20.000,0.000,75.0000,0.00,0.00,0.00,0.00,1500.00,0.00,False
710,296,02410,55.000,0.000,80.0000,0.00,0.00,0.00,0.00,4400.00,0.00,False
713,296,02427,25.000,0.000,40.0000,0.00,0.00,0.00,0.00,1000.00,0.00,False
717,296,02462,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
716,296,02463,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
719,296,02464,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
715,296,02465,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
718,296,02466,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
709,296,02467,30.000,0.000,40.0000,0.00,0.00,0.00,0.00,1200.00,0.00,False
721,296,02479,5.000,0.000,75.0000,0.00,0.00,0.00,0.00,375.00,0.00,False
722,297,01043,800.000,0.000,13.7500,0.00,0.00,0.00,0.00,11000.00,0.00,False
723,298,02014,170.000,0.000,440.0000,0.00,0.00,0.00,0.00,74800.00,0.00,False
724,299,02059,92.000,0.000,166.0000,0.00,0.00,0.00,0.00,15272.00,0.00,False
726,300,01003,750.000,0.000,15.0000,0.00,0.00,0.00,0.00,11250.00,0.00,False
725,300,01015,10000.000,0.000,17.0000,0.00,0.00,0.00,0.00,170000.00,0.00,False
727,301,02041,10.000,0.000,140.0000,0.00,0.00,0.00,0.00,1400.00,0.00,False
729,301,02048,16.000,0.000,40.0000,0.00,0.00,0.00,0.00,640.00,0.00,False
736,301,02060,5.000,0.000,140.0000,0.00,0.00,0.00,0.00,700.00,0.00,False
730,301,02096,135.000,0.000,40.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False
731,301,02204,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
737,301,02234,10.000,0.000,140.0000,0.00,0.00,0.00,0.00,1400.00,0.00,False
732,301,02293,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
728,301,02300,16.000,0.000,40.0000,0.00,0.00,0.00,0.00,640.00,0.00,False
734,301,02384,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
733,301,02404,55.000,0.000,40.0000,0.00,0.00,0.00,0.00,2200.00,0.00,False
735,301,02441,140.000,0.000,40.0000,0.00,0.00,0.00,0.00,5600.00,0.00,False
738,302,02009,2400.000,0.000,20.0000,0.00,0.00,0.00,0.00,48000.00,0.00,False
739,303,02004,202.000,0.000,225.0000,0.00,0.00,0.00,0.00,45450.00,0.00,False
741,304,01034,25.000,0.000,480.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False
740,304,01060,25.000,0.000,950.0000,0.00,0.00,0.00,0.00,23750.00,0.00,False
747,305,01038,35.000,0.000,640.0000,0.00,0.00,0.00,0.00,22400.00,0.00,False
744,305,01042,50.000,0.000,169.0000,0.00,0.00,0.00,0.00,8450.00,0.00,False
746,305,01043,1360.000,0.000,13.7500,0.00,0.00,0.00,0.00,18700.00,0.00,False
745,305,01044,100.000,0.000,128.0000,0.00,0.00,0.00,0.00,12800.00,0.00,False
748,305,01193,5.000,0.000,950.0000,0.00,0.00,0.00,0.00,4750.00,0.00,False
742,305,02010,10000.000,0.000,8.5000,0.00,0.00,0.00,0.00,85000.00,0.00,False
743,305,02314,3000.000,0.000,12.0000,0.00,0.00,0.00,0.00,36000.00,0.00,False
749,306,02007,51.000,0.000,260.0000,0.00,0.00,0.00,0.00,13260.00,0.00,False
750,307,01027,25.000,0.000,400.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False
752,308,02146,20.000,0.000,75.0000,0.00,0.00,0.00,0.00,1500.00,0.00,False
751,308,02481,52.000,0.000,120.0000,0.00,0.00,0.00,0.00,6240.00,0.00,False
