ExpiryId,InvoiceDate,LastUpdateDate,TimeKey,IsPosted,InvoiceType,UserNo,Remarks
1,08/12/2026 00:00:00,08/16/2026 01:32:00,0 0 0 0 0 1 150 205,True,D,1,Sale Return
