ExpiryId,ProductId,BatchNo,ExpiryDate,Quantity,Cost,IsDeleted
1,00399,0001,11/02/2028 00:00:00,24.000000000,1560.00000,False
1,00400,0001,11/02/2028 00:00:00,24.000000000,1200.00000,False
1,00401,001,11/02/2028 00:00:00,24.000000000,1675.00000,False
1,00402,0001,11/02/2028 00:00:00,24.000000000,980.00000,False
1,00403,0001,11/02/2028 00:00:00,24.000000000,1800.00000,False
1,00404,0001,11/02/2028 00:00:00,24.000000000,800.00000,False
