SerialNo,SaleId,ProductId,IsSaleOnTp,Quantity,Bonus,Price,DiscRatio1,DiscRatio2,STValue,STRatio,TTLValue,TTLSalestax,IsDeleted,Description
218,95,00231,True,20.000000000,0,1320.0000,0.00,0.00,0.00,0.00,26400.00,0.00,False,
221,96,00357,True,10.000000000,0,12000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
224,97,00317,True,240.000000000,0,700.0000,0.00,0.00,0.00,0.00,168000.00,0.00,False,
222,97,00318,True,240.000000000,0,650.0000,0.00,0.00,0.00,0.00,156000.00,0.00,False,
223,97,00319,True,240.000000000,0,600.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
226,98,00040,True,1.000000000,0,12000.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False,
225,98,00377,True,40.000000000,0,4000.0000,0.00,0.00,0.00,0.00,160000.00,0.00,False,
227,99,00375,True,3.000000000,0,2000.0000,0.00,0.00,0.00,0.00,6000.00,0.00,False,
228,100,00231,True,10.000000000,0,1500.0000,0.00,0.00,0.00,0.00,15000.00,0.00,False,
229,101,00074,True,2.000000000,0,7500.0000,0.00,0.00,0.00,0.00,15000.00,0.00,False,
231,102,00051,True,12.000000000,0,4800.0000,0.00,0.00,0.00,0.00,57600.00,0.00,False,
230,102,00052,True,8.000000000,0,3300.0000,0.00,0.00,0.00,0.00,26400.00,0.00,False,
234,102,00072,True,4.000000000,0,1800.0000,0.00,0.00,0.00,0.00,7200.00,0.00,False,
236,102,00076,True,2.000000000,0,6000.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False,
233,102,00163,True,8.000000000,0,3000.0000,0.00,0.00,0.00,0.00,24000.00,0.00,False,
235,102,00209,True,2.000000000,0,5500.0000,0.00,0.00,0.00,0.00,11000.00,0.00,False,
232,102,00266,True,4.000000000,0,2800.0000,0.00,0.00,0.00,0.00,11200.00,0.00,False,
240,103,00124,True,4.000000000,4,0.0001,0.00,0.00,0.00,0.00,0.00,0.00,False,
242,103,00273,True,20.000000000,0,7000.0000,0.00,0.00,0.00,0.00,140000.00,0.00,False,
237,103,00274,True,60.000000000,0,5000.0000,0.00,0.00,0.00,0.00,300000.00,0.00,False,
241,103,00285,True,150.000000000,0,900.0000,0.00,0.00,0.00,0.00,135000.00,0.00,False,
238,103,00371,True,20.000000000,0,4000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
239,103,00372,True,20.000000000,0,4000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
244,104,00357,True,3.000000000,0,12000.0000,0.00,0.00,0.00,0.00,36000.00,0.00,False,
243,104,00363,True,5.000000000,0,15000.0000,0.00,0.00,0.00,0.00,75000.00,0.00,False,
245,105,00026,True,1860.000000000,0,145.0000,0.00,0.00,0.00,0.00,269700.00,0.00,False,
246,105,00028,True,100.000000000,0,3625.0000,0.00,0.00,0.00,0.00,362500.00,0.00,False,
247,106,00220,True,10.000000000,0,3000.0000,0.00,0.00,0.00,0.00,30000.00,0.00,False,
248,107,00231,True,20.000000000,0,1320.0000,0.00,0.00,0.00,0.00,26400.00,0.00,False,
249,108,00008,True,400.000000000,0,77.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
250,108,00369,True,96.000000000,0,300.0000,0.00,0.00,0.00,0.00,28800.00,0.00,False,
251,109,00008,True,400.000000000,0,77.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
252,109,00369,True,96.000000000,0,300.0000,0.00,0.00,0.00,0.00,28800.00,0.00,False,
253,110,00369,True,1440.000000000,0,300.0000,0.00,0.00,0.00,0.00,432000.00,0.00,False,
254,111,00369,True,480.000000000,0,300.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
255,112,00369,True,960.000000000,0,300.0000,0.00,0.00,0.00,0.00,288000.00,0.00,False,
256,113,00369,True,96.000000000,0,300.0000,0.00,0.00,0.00,0.00,28800.00,0.00,False,
259,114,00022,True,15.000000000,0,2000.0000,0.00,0.00,0.00,0.00,30000.00,0.00,False,
261,114,00035,True,10.000000000,0,8000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
260,114,00124,True,2.000000000,0,10000.0000,0.00,0.00,0.00,0.00,20000.00,0.00,False,
258,114,00199,True,2.000000000,0,12000.0000,0.00,0.00,0.00,0.00,24000.00,0.00,False,
262,114,00212,True,2.000000000,0,6000.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False,
257,114,00220,True,5.000000000,0,2000.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False,
268,115,00019,True,50.000000000,0,2200.0000,0.00,0.00,0.00,0.00,110000.00,0.00,False,
264,115,00206,True,120.000000000,0,1760.0000,0.00,0.00,0.00,0.00,211200.00,0.00,False,
266,115,00226,True,120.000000000,0,2816.0000,0.00,0.00,0.00,0.00,337920.00,0.00,False,
267,115,00292,True,200.000000000,0,5060.0000,0.00,0.00,0.00,0.00,1012000.00,0.00,False,
263,115,00309,True,20.000000000,0,8096.0000,0.00,0.00,0.00,0.00,161920.00,0.00,False,
265,115,00378,True,60.000000000,0,1760.0000,0.00,0.00,0.00,0.00,105600.00,0.00,False,
