SerialNo,SaleId,ProductId,IsSaleOnTp,Quantity,Bonus,Price,DiscRatio1,DiscRatio2,STValue,STRatio,TTLValue,TTLSalestax,IsDeleted,Description
269,116,00035,True,7.000000000,0,8000.0000,0.00,0.00,0.00,0.00,56000.00,0.00,False,
270,117,00344,True,22.000000000,0,7480.0000,0.00,0.00,0.00,0.00,164560.00,0.00,False,
271,118,00197,True,100.000000000,0,3850.0000,0.00,0.00,0.00,0.00,385000.00,0.00,False,
272,119,00051,True,68.000000000,0,4800.0000,0.00,0.00,0.00,0.00,326400.00,0.00,False,
274,120,00016,True,20.000000000,0,2904.0000,0.00,0.00,0.00,0.00,58080.00,0.00,False,
273,120,00032,True,60.000000000,0,742.0000,0.00,0.00,0.00,0.00,44520.00,0.00,False,
275,121,00016,True,10.000000000,0,2904.0000,0.00,0.00,0.00,0.00,29040.00,0.00,False,
276,122,00199,True,70.000000000,0,7800.0000,0.00,0.00,0.00,0.00,546000.00,0.00,False,
277,123,00369,True,480.000000000,0,300.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
283,124,00008,True,500.000000000,0,70.0000,0.00,0.00,0.00,0.00,35000.00,0.00,False,
282,124,00010,True,500.000000000,0,77.0000,0.00,0.00,0.00,0.00,38500.00,0.00,False,
280,124,00016,True,20.000000000,0,2904.0000,0.00,0.00,0.00,0.00,58080.00,0.00,False,
281,124,00032,True,60.000000000,0,742.0000,0.00,0.00,0.00,0.00,44520.00,0.00,False,
279,124,00231,True,78.000000000,0,1320.0000,0.00,0.00,0.00,0.00,102960.00,0.00,False,
278,124,00248,True,500.000000000,0,92.0000,0.00,0.00,0.00,0.00,46000.00,0.00,False,
284,125,00264,True,200.000000000,0,480.0000,0.00,0.00,0.00,0.00,96000.00,0.00,False,
285,126,00030,True,1500.000000000,0,64.0000,0.00,0.00,0.00,0.00,96000.00,0.00,False,
286,127,00380,True,60.000000000,0,8096.0000,0.00,0.00,0.00,0.00,485760.00,0.00,False,
287,128,00047,True,200.000000000,0,4000.0000,0.00,0.00,0.00,0.00,800000.00,0.00,False,
289,128,00048,True,255.000000000,0,1500.0000,0.00,0.00,0.00,0.00,382500.00,0.00,False,
288,128,00137,True,20.000000000,0,6000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
290,129,00180,True,44.000000000,0,2800.0000,0.00,0.00,0.00,0.00,123200.00,0.00,False,
291,130,00363,True,5.000000000,0,16000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
292,131,00363,True,5.000000000,0,16000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
293,132,00073,True,1296.000000000,0,1300.0000,0.00,0.00,0.00,0.00,1684800.00,0.00,False,
294,133,00366,True,15.000000000,0,6840.0000,0.00,0.00,0.00,0.00,102600.00,0.00,False,
295,134,00266,True,40.000000000,0,2800.0000,0.00,0.00,0.00,0.00,112000.00,0.00,False,
296,135,00038,True,10.000000000,0,5000.0000,0.00,0.00,0.00,0.00,50000.00,0.00,False,
297,136,00086,True,480.000000000,0,1300.0000,0.00,0.00,0.00,0.00,624000.00,0.00,False,
357,137,00038,True,100.000000000,0,5000.0000,0.00,0.00,0.00,0.00,500000.00,0.00,False,
358,137,00046,True,60.000000000,0,7500.0000,0.00,0.00,0.00,0.00,450000.00,0.00,False,
301,138,00220,True,5.000000000,0,1540.0000,0.00,0.00,0.00,0.00,7700.00,0.00,False,
300,138,00363,True,2.000000000,0,16000.0000,0.00,0.00,0.00,0.00,32000.00,0.00,False,
302,139,00147,True,3.000000000,0,14080.0000,0.00,0.00,0.00,0.00,42240.00,0.00,False,
303,140,00363,True,40.000000000,0,15000.0000,0.00,0.00,0.00,0.00,600000.00,0.00,False,
304,141,00357,True,28.000000000,0,12000.0000,0.00,0.00,0.00,0.00,336000.00,0.00,False,
305,142,00040,True,1.000000000,0,13200.0000,0.00,0.00,0.00,0.00,13200.00,0.00,False,
309,142,00201,True,100.000000000,0,173.0000,0.00,0.00,0.00,0.00,17300.00,0.00,False,
308,142,00212,True,1.000000000,0,5472.0000,0.00,0.00,0.00,0.00,5472.00,0.00,False,
307,142,00233,True,100.000000000,0,77.0000,0.00,0.00,0.00,0.00,7700.00,0.00,False,
306,142,00363,True,1.000000000,0,17800.0000,0.00,0.00,0.00,0.00,17800.00,0.00,False,
313,143,00008,True,100.000000000,0,77.0000,0.00,0.00,0.00,0.00,7700.00,0.00,False,
311,143,00010,True,100.000000000,0,84.0000,0.00,0.00,0.00,0.00,8400.00,0.00,False,
316,143,00020,True,25.000000000,0,168.0000,0.00,0.00,0.00,0.00,4200.00,0.00,False,
310,143,00032,True,12.000000000,0,810.0000,0.00,0.00,0.00,0.00,9720.00,0.00,False,
312,143,00233,True,100.000000000,0,77.0000,0.00,0.00,0.00,0.00,7700.00,0.00,False,
317,143,00257,True,100.000000000,0,173.0000,0.00,0.00,0.00,0.00,17300.00,0.00,False,
315,143,00265,True,20.000000000,0,390.0000,0.00,0.00,0.00,0.00,7800.00,0.00,False,
314,143,00369,True,96.000000000,0,300.0000,0.00,0.00,0.00,0.00,28800.00,0.00,False,
323,144,00008,True,100.000000000,0,77.0000,0.00,0.00,0.00,0.00,7700.00,0.00,False,
320,144,00032,True,12.000000000,0,810.0000,0.00,0.00,0.00,0.00,9720.00,0.00,False,
324,144,00182,True,100.000000000,0,58.0000,0.00,0.00,0.00,0.00,5800.00,0.00,False,
318,144,00258,True,4.000000000,0,9000.0000,0.00,0.00,0.00,0.00,36000.00,0.00,False,
325,144,00259,True,225.000000000,0,48.0000,0.00,0.00,0.00,0.00,10800.00,0.00,False,
321,144,00262,True,100.000000000,0,58.0000,0.00,0.00,0.00,0.00,5800.00,0.00,False,
322,144,00363,True,1.000000000,0,17800.0000,0.00,0.00,0.00,0.00,17800.00,0.00,False,
319,144,00369,True,192.000000000,0,300.0000,0.00,0.00,0.00,0.00,57600.00,0.00,False,
326,145,00381,True,120.000000000,0,780.0000,0.00,0.00,0.00,0.00,93600.00,0.00,False,
327,146,00382,True,60.000000000,0,14960.0000,0.00,0.00,0.00,0.00,897600.00,0.00,False,
328,147,00351,True,4.000000000,0,17500.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False,
329,148,00220,True,20.000000000,0,1540.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
330,149,00049,True,24.000000000,0,4576.0000,0.00,0.00,0.00,0.00,109824.00,0.00,False,
339,150,00016,True,60.000000000,0,2904.0000,0.00,0.00,0.00,0.00,174240.00,0.00,False,
331,150,00019,True,80.000000000,0,1848.0000,0.00,0.00,0.00,0.00,147840.00,0.00,False,
332,150,00022,True,50.000000000,0,2310.0000,0.00,0.00,0.00,0.00,115500.00,0.00,False,
336,150,00032,True,120.000000000,0,742.0000,0.00,0.00,0.00,0.00,89040.00,0.00,False,
334,150,00182,True,600.000000000,0,53.0000,0.00,0.00,0.00,0.00,31800.00,0.00,False,
338,150,00199,True,7.000000000,0,13200.0000,0.00,0.00,0.00,0.00,92400.00,0.00,False,
335,150,00233,True,500.000000000,0,70.0000,0.00,0.00,0.00,0.00,35000.00,0.00,False,
340,150,00248,True,500.000000000,0,92.0000,0.00,0.00,0.00,0.00,46000.00,0.00,False,
333,150,00262,True,900.000000000,0,53.0000,0.00,0.00,0.00,0.00,47700.00,0.00,False,
337,150,00363,True,5.000000000,0,16000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
341,151,00147,True,10.000000000,0,14080.0000,0.00,0.00,0.00,0.00,140800.00,0.00,False,
343,152,00358,True,20.000000000,0,3325.0000,0.00,0.00,0.00,0.00,66500.00,0.00,False,
342,152,00362,True,24.000000000,0,5000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
344,153,00016,True,10.000000000,0,2904.0000,0.00,0.00,0.00,0.00,29040.00,0.00,False,
345,153,00022,True,10.000000000,0,2310.0000,0.00,0.00,0.00,0.00,23100.00,0.00,False,
347,153,00248,True,100.000000000,0,92.0000,0.00,0.00,0.00,0.00,9200.00,0.00,False,
346,153,00363,True,2.000000000,0,16000.0000,0.00,0.00,0.00,0.00,32000.00,0.00,False,
348,154,00019,True,250.000000000,0,2200.0000,0.00,0.00,0.00,0.00,550000.00,0.00,False,
706,155,00022,True,1.000000000,0,2500.0000,0.00,0.00,0.00,0.00,2500.00,0.00,False,
707,155,00040,True,1.000000000,0,12000.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False,
349,155,00363,True,5.000000000,0,15400.0000,0.00,0.00,0.00,0.00,77000.00,0.00,False,
355,156,00032,True,60.000000000,0,742.0000,0.00,0.00,0.00,0.00,44520.00,0.00,False,
354,156,00041,True,10.000000000,0,8000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
356,156,00383,True,120.000000000,0,1200.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
353,156,00384,True,120.000000000,0,700.0000,0.00,0.00,0.00,0.00,84000.00,0.00,False,
360,157,00032,True,60.000000000,0,350.0000,0.00,0.00,0.00,0.00,21000.00,0.00,False,
359,157,00265,True,200.000000000,0,300.0000,0.00,0.00,0.00,0.00,60000.00,0.00,False,
361,158,00020,True,200.000000000,0,100.0000,0.00,0.00,0.00,0.00,20000.00,0.00,False,
362,158,00265,True,250.000000000,0,300.0000,0.00,0.00,0.00,0.00,75000.00,0.00,False,
363,159,00259,True,450.000000000,0,44.0000,0.00,0.00,0.00,0.00,19800.00,0.00,False,
364,159,00369,True,192.000000000,0,300.0000,0.00,0.00,0.00,0.00,57600.00,0.00,False,
365,160,00078,True,200.000000000,0,927.0000,0.00,0.00,0.00,0.00,185400.00,0.00,False,
366,161,00398,True,40.000000000,0,3000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
367,162,00032,True,60.000000000,0,742.0000,0.00,0.00,0.00,0.00,44520.00,0.00,False,
368,162,00037,True,1.000000000,0,2500.0000,0.00,0.00,0.00,0.00,2500.00,0.00,False,
369,162,00231,True,1.000000000,0,1320.0000,0.00,0.00,0.00,0.00,1320.00,0.00,False,
370,163,00010,True,400.000000000,0,77.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
371,163,00233,True,200.000000000,0,70.0000,0.00,0.00,0.00,0.00,14000.00,0.00,False,
373,163,00248,True,25.000000000,0,92.0000,0.00,0.00,0.00,0.00,2300.00,0.00,False,
372,163,00259,True,225.000000000,0,44.0000,0.00,0.00,0.00,0.00,9900.00,0.00,False,
374,163,00369,True,96.000000000,0,300.0000,0.00,0.00,0.00,0.00,28800.00,0.00,False,
375,164,00385,True,20.000000000,0,2400.0000,0.00,0.00,0.00,0.00,48000.00,0.00,False,
376,165,00019,True,85.000000000,0,2200.0000,0.00,0.00,0.00,0.00,187000.00,0.00,False,
377,166,00180,True,12.000000000,0,5000.0000,0.00,0.00,0.00,0.00,60000.00,0.00,False,
378,167,00016,True,70.000000000,0,2904.0000,0.00,0.00,0.00,0.00,203280.00,0.00,False,
379,168,00016,True,15.000000000,0,2904.0000,0.00,0.00,0.00,0.00,43560.00,0.00,False,
380,169,00016,True,5.000000000,0,2904.0000,0.00,0.00,0.00,0.00,14520.00,0.00,False,
381,170,00016,True,10.000000000,0,2904.0000,0.00,0.00,0.00,0.00,29040.00,0.00,False,
387,171,00010,True,500.000000000,0,77.0000,0.00,0.00,0.00,0.00,38500.00,0.00,False,
388,171,00020,True,25.000000000,0,154.0000,0.00,0.00,0.00,0.00,3850.00,0.00,False,
395,171,00022,True,10.000000000,0,2310.0000,0.00,0.00,0.00,0.00,23100.00,0.00,False,
385,171,00032,True,120.000000000,0,742.0000,0.00,0.00,0.00,0.00,89040.00,0.00,False,
386,171,00049,True,12.000000000,0,3342.0000,0.00,0.00,0.00,0.00,40104.00,0.00,False,
392,171,00052,True,20.000000000,0,6000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
394,171,00090,True,8.000000000,0,4200.0000,0.00,0.00,0.00,0.00,33600.00,0.00,False,
389,171,00122,True,24.000000000,0,2000.0000,0.00,0.00,0.00,0.00,48000.00,0.00,False,
393,171,00152,True,50.000000000,0,1200.0000,0.00,0.00,0.00,0.00,60000.00,0.00,False,
397,171,00199,True,2.000000000,0,13200.0000,0.00,0.00,0.00,0.00,26400.00,0.00,False,
382,171,00212,True,53.000000000,0,5016.0000,0.00,0.00,0.00,0.00,265848.00,0.00,False,
383,171,00258,True,6.000000000,0,6600.0000,0.00,0.00,0.00,0.00,39600.00,0.00,False,
390,171,00259,True,450.000000000,0,44.0000,0.00,0.00,0.00,0.00,19800.00,0.00,False,
384,171,00263,True,450.000000000,0,60.0000,0.00,0.00,0.00,0.00,27000.00,0.00,False,
396,171,00369,True,288.000000000,0,300.0000,0.00,0.00,0.00,0.00,86400.00,0.00,False,
391,171,00392,True,48.000000000,0,1430.0000,0.00,0.00,0.00,0.00,68640.00,0.00,False,
398,172,00208,True,368.000000000,0,1320.0000,0.00,0.00,0.00,0.00,485760.00,0.00,False,
405,173,00273,True,20.000000000,0,7000.0000,0.00,0.00,0.00,0.00,140000.00,0.00,False,
400,173,00274,True,120.000000000,0,5000.0000,0.00,0.00,0.00,0.00,600000.00,0.00,False,
401,173,00278,True,40.000000000,0,10000.0000,0.00,0.00,0.00,0.00,400000.00,0.00,False,
402,173,00281,True,24.000000000,0,4200.0000,0.00,0.00,0.00,0.00,100800.00,0.00,False,
399,173,00285,True,300.000000000,0,900.0000,0.00,0.00,0.00,0.00,270000.00,0.00,False,
403,173,00286,True,40.000000000,0,2000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
404,173,00289,True,20.000000000,0,6000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
406,174,00363,True,5.000000000,0,15000.0000,0.00,0.00,0.00,0.00,75000.00,0.00,False,
407,175,00363,True,5.000000000,0,15000.0000,0.00,0.00,0.00,0.00,75000.00,0.00,False,
410,176,00188,True,32.000000000,0,4000.0000,0.00,0.00,0.00,0.00,128000.00,0.00,False,
411,176,00194,True,32.000000000,0,5500.0000,0.00,0.00,0.00,0.00,176000.00,0.00,False,
413,176,00228,True,20.000000000,0,8200.0000,0.00,0.00,0.00,0.00,164000.00,0.00,False,
409,176,00291,True,32.000000000,0,3000.0000,0.00,0.00,0.00,0.00,96000.00,0.00,False,
408,176,00295,True,40.000000000,0,4000.0000,0.00,0.00,0.00,0.00,160000.00,0.00,False,
412,176,00296,True,20.000000000,0,2000.0000,0.00,0.00,0.00,0.00,40000.00,0.00,False,
416,177,00020,True,250.000000000,0,154.0000,0.00,0.00,0.00,0.00,38500.00,0.00,False,
415,177,00022,True,50.000000000,0,2310.0000,0.00,0.00,0.00,0.00,115500.00,0.00,False,
418,177,00032,True,45.000000000,0,742.0000,0.00,0.00,0.00,0.00,33390.00,0.00,False,
419,177,00049,True,40.000000000,0,3342.0000,0.00,0.00,0.00,0.00,133680.00,0.00,False,
414,177,00220,True,20.000000000,0,1540.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
417,177,00369,True,480.000000000,0,300.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
420,178,00296,True,25.000000000,0,2000.0000,0.00,0.00,0.00,0.00,50000.00,0.00,False,
421,179,00220,True,20.000000000,0,1540.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
422,179,00231,True,15.000000000,0,1320.0000,0.00,0.00,0.00,0.00,19800.00,0.00,False,
423,180,00294,True,32.000000000,4,4000.0000,0.00,0.00,0.00,0.00,128000.00,0.00,False,
424,180,00320,True,160.000000000,20,800.0000,0.00,0.00,0.00,0.00,128000.00,0.00,False,
425,181,00320,True,120.000000000,0,800.0000,0.00,0.00,0.00,0.00,96000.00,0.00,False,
426,182,00197,True,108.000000000,0,3850.0000,0.00,0.00,0.00,0.00,415800.00,0.00,False,
427,183,00118,True,5.000000000,0,9000.0000,0.00,0.00,0.00,0.00,45000.00,0.00,False,
429,183,00209,True,20.000000000,0,5500.0000,0.00,0.00,0.00,0.00,110000.00,0.00,False,
428,183,00340,True,44.000000000,0,2800.0000,0.00,0.00,0.00,0.00,123200.00,0.00,False,
431,184,00357,True,2.000000000,0,12000.0000,0.00,0.00,0.00,0.00,24000.00,0.00,False,
430,184,00363,True,5.000000000,0,14500.0000,0.00,0.00,0.00,0.00,72500.00,0.00,False,
432,185,00363,True,10.000000000,0,15000.0000,0.00,0.00,0.00,0.00,150000.00,0.00,False,
433,186,00363,True,100.000000000,0,15400.0000,0.00,0.00,0.00,0.00,1540000.00,0.00,False,
434,187,00020,True,500.000000000,0,154.0000,0.00,0.00,0.00,0.00,77000.00,0.00,False,
436,188,00231,True,200.000000000,0,1320.0000,0.00,0.00,0.00,0.00,264000.00,0.00,False,
435,188,00248,True,500.000000000,0,92.0000,0.00,0.00,0.00,0.00,46000.00,0.00,False,
437,189,00019,True,60.000000000,0,1000.0000,0.00,0.00,0.00,0.00,60000.00,0.00,False,
438,190,00019,True,40.000000000,0,1225.0000,0.00,0.00,0.00,0.00,49000.00,0.00,False,
440,191,00020,True,500.000000000,0,154.0000,0.00,0.00,0.00,0.00,77000.00,0.00,False,
441,191,00032,True,120.000000000,0,742.0000,0.00,0.00,0.00,0.00,89040.00,0.00,False,
442,191,00049,True,20.000000000,0,3342.0000,0.00,0.00,0.00,0.00,66840.00,0.00,False,
439,191,00231,True,100.000000000,0,1320.0000,0.00,0.00,0.00,0.00,132000.00,0.00,False,
443,191,00369,True,480.000000000,0,300.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
708,192,00022,True,1.000000000,0,2500.0000,0.00,0.00,0.00,0.00,2500.00,0.00,False,
723,192,00074,True,1.000000000,0,8000.0000,0.00,0.00,0.00,0.00,8000.00,0.00,False,
444,192,00363,True,5.000000000,0,15400.0000,0.00,0.00,0.00,0.00,77000.00,0.00,False,
447,193,00022,True,200.000000000,0,2000.0000,0.00,0.00,0.00,0.00,400000.00,0.00,False,
448,194,00368,True,24.000000000,0,1300.0000,0.00,0.00,0.00,0.00,31200.00,0.00,False,
449,195,00377,True,20.000000000,0,4000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
450,195,00394,True,20.000000000,0,5000.0000,0.00,0.00,0.00,0.00,100000.00,0.00,False,
451,196,00357,True,6.000000000,0,9000.0000,0.00,0.00,0.00,0.00,54000.00,0.00,False,
454,197,00020,True,125.000000000,0,168.0000,0.00,0.00,0.00,0.00,21000.00,0.00,False,
452,197,00231,True,10.000000000,0,1440.0000,0.00,0.00,0.00,0.00,14400.00,0.00,False,
453,197,00248,True,125.000000000,0,98.0000,0.00,0.00,0.00,0.00,12250.00,0.00,False,
455,197,00363,True,2.000000000,0,17800.0000,0.00,0.00,0.00,0.00,35600.00,0.00,False,
458,198,00020,True,125.000000000,0,168.0000,0.00,0.00,0.00,0.00,21000.00,0.00,False,
459,198,00022,True,5.000000000,0,2520.0000,0.00,0.00,0.00,0.00,12600.00,0.00,False,
456,198,00231,True,10.000000000,0,1440.0000,0.00,0.00,0.00,0.00,14400.00,0.00,False,
457,198,00248,True,125.000000000,0,98.0000,0.00,0.00,0.00,0.00,12250.00,0.00,False,
460,198,00363,True,3.000000000,0,17800.0000,0.00,0.00,0.00,0.00,53400.00,0.00,False,
461,199,00380,True,60.000000000,0,5000.0000,0.00,0.00,0.00,0.00,300000.00,0.00,False,
463,199,00386,True,20.000000000,0,8000.0000,0.00,0.00,0.00,0.00,160000.00,0.00,False,
462,199,00393,True,12.000000000,0,3200.0000,0.00,0.00,0.00,0.00,38400.00,0.00,False,
464,200,00139,True,10.000000000,0,3000.0000,0.00,0.00,0.00,0.00,30000.00,0.00,False,
465,200,00199,True,20.000000000,0,12000.0000,0.00,0.00,0.00,0.00,240000.00,0.00,False,
467,200,00243,True,30.000000000,0,3000.0000,0.00,0.00,0.00,0.00,90000.00,0.00,False,
466,200,00264,True,10.000000000,0,1500.0000,0.00,0.00,0.00,0.00,15000.00,0.00,False,
469,201,00147,True,20.000000000,0,14080.0000,0.00,0.00,0.00,0.00,281600.00,0.00,False,
468,201,00292,True,40.000000000,0,5060.0000,0.00,0.00,0.00,0.00,202400.00,0.00,False,
471,202,00220,True,20.000000000,0,1540.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
470,202,00231,True,100.000000000,0,1320.0000,0.00,0.00,0.00,0.00,132000.00,0.00,False,
472,202,00369,True,192.000000000,0,300.0000,0.00,0.00,0.00,0.00,57600.00,0.00,False,
478,203,00008,True,400.000000000,0,77.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
476,203,00013,True,400.000000000,0,77.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
484,203,00016,True,20.000000000,0,2904.0000,0.00,0.00,0.00,0.00,58080.00,0.00,False,
481,203,00019,True,10.000000000,0,2016.0000,0.00,0.00,0.00,0.00,20160.00,0.00,False,
479,203,00030,True,900.000000000,0,97.0000,0.00,0.00,0.00,0.00,87300.00,0.00,False,
480,203,00040,True,4.000000000,0,13200.0000,0.00,0.00,0.00,0.00,52800.00,0.00,False,
474,203,00201,True,200.000000000,0,173.0000,0.00,0.00,0.00,0.00,34600.00,0.00,False,
482,203,00220,True,10.000000000,0,1680.0000,0.00,0.00,0.00,0.00,16800.00,0.00,False,
477,203,00233,True,400.000000000,0,77.0000,0.00,0.00,0.00,0.00,30800.00,0.00,False,
475,203,00257,True,200.000000000,0,173.0000,0.00,0.00,0.00,0.00,34600.00,0.00,False,
483,203,00258,True,10.000000000,0,7000.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False,
473,203,00259,True,692.000000000,0,48.0000,0.00,0.00,0.00,0.00,33216.00,0.00,False,
485,204,00051,True,8.000000000,0,4800.0000,0.00,0.00,0.00,0.00,38400.00,0.00,False,
488,204,00052,True,12.000000000,0,3300.0000,0.00,0.00,0.00,0.00,39600.00,0.00,False,
489,204,00124,True,8.000000000,0,6000.0000,0.00,0.00,0.00,0.00,48000.00,0.00,False,
495,204,00163,True,4.000000000,0,3000.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False,
493,204,00179,True,8.000000000,0,1800.0000,0.00,0.00,0.00,0.00,14400.00,0.00,False,
491,204,00180,True,12.000000000,0,2800.0000,0.00,0.00,0.00,0.00,33600.00,0.00,False,
494,204,00199,True,4.000000000,0,7800.0000,0.00,0.00,0.00,0.00,31200.00,0.00,False,
496,204,00209,True,4.000000000,0,5500.0000,0.00,0.00,0.00,0.00,22000.00,0.00,False,
486,204,00211,True,8.000000000,0,2175.0000,0.00,0.00,0.00,0.00,17400.00,0.00,False,
487,204,00247,True,8.000000000,0,4500.0000,0.00,0.00,0.00,0.00,36000.00,0.00,False,
490,204,00266,True,8.000000000,0,2800.0000,0.00,0.00,0.00,0.00,22400.00,0.00,False,
492,204,00340,True,8.000000000,0,2800.0000,0.00,0.00,0.00,0.00,22400.00,0.00,False,
497,205,00016,True,20.000000000,0,2904.0000,0.00,0.00,0.00,0.00,58080.00,0.00,False,
498,206,00008,True,500.000000000,0,77.0000,0.00,0.00,0.00,0.00,38500.00,0.00,False,
501,206,00032,True,24.000000000,0,810.0000,0.00,0.00,0.00,0.00,19440.00,0.00,False,
500,206,00201,True,200.000000000,0,173.0000,0.00,0.00,0.00,0.00,34600.00,0.00,False,
499,206,00262,True,300.000000000,0,58.0000,0.00,0.00,0.00,0.00,17400.00,0.00,False,
502,207,00052,True,60.000000000,0,3300.0000,0.00,0.00,0.00,0.00,198000.00,0.00,False,
503,207,00211,True,20.000000000,0,2175.0000,0.00,0.00,0.00,0.00,43500.00,0.00,False,
504,207,00247,True,40.000000000,0,4500.0000,0.00,0.00,0.00,0.00,180000.00,0.00,False,
506,208,00008,True,100.000000000,0,40.0000,0.00,0.00,0.00,0.00,4000.00,0.00,False,
505,208,00010,True,100.000000000,0,45.0000,0.00,0.00,0.00,0.00,4500.00,0.00,False,
507,208,00013,True,100.000000000,0,45.0000,0.00,0.00,0.00,0.00,4500.00,0.00,False,
509,208,00022,True,4.000000000,0,1900.0000,0.00,0.00,0.00,0.00,7600.00,0.00,False,
508,208,00257,True,100.000000000,0,80.0000,0.00,0.00,0.00,0.00,8000.00,0.00,False,
512,209,00388,True,60.000000000,0,1000.0000,0.00,0.00,0.00,0.00,60000.00,0.00,False,
513,209,00389,True,60.000000000,0,1000.0000,0.00,0.00,0.00,0.00,60000.00,0.00,False,
510,209,00390,True,20.000000000,0,5000.0000,0.00,0.00,0.00,0.00,100000.00,0.00,False,
511,209,00391,True,40.000000000,0,7600.0000,0.00,0.00,0.00,0.00,304000.00,0.00,False,
514,209,00395,True,60.000000000,0,1320.0000,0.00,0.00,0.00,0.00,79200.00,0.00,False,
515,210,00047,True,100.000000000,0,4000.0000,0.00,0.00,0.00,0.00,400000.00,0.00,False,
517,210,00137,True,20.000000000,0,6000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
516,210,00150,True,20.000000000,0,3000.0000,0.00,0.00,0.00,0.00,60000.00,0.00,False,
518,211,00138,True,24.000000000,0,7500.0000,0.00,0.00,0.00,0.00,180000.00,0.00,False,
521,212,00360,True,12.000000000,0,5225.0000,0.00,0.00,0.00,0.00,62700.00,0.00,False,
520,212,00364,True,12.000000000,0,3325.0000,0.00,0.00,0.00,0.00,39900.00,0.00,False,
519,212,00365,True,10.000000000,0,6840.0000,0.00,0.00,0.00,0.00,68400.00,0.00,False,
522,212,00376,True,12.000000000,0,3325.0000,0.00,0.00,0.00,0.00,39900.00,0.00,False,
524,213,00019,True,40.000000000,0,2200.0000,0.00,0.00,0.00,0.00,88000.00,0.00,False,
523,213,00147,True,25.000000000,0,14080.0000,0.00,0.00,0.00,0.00,352000.00,0.00,False,
525,213,00191,True,20.000000000,0,10560.0000,0.00,0.00,0.00,0.00,211200.00,0.00,False,
526,213,00343,True,50.000000000,0,8800.0000,0.00,0.00,0.00,0.00,440000.00,0.00,False,
528,214,00125,True,38.000000000,0,6600.0000,0.00,0.00,0.00,0.00,250800.00,0.00,False,
527,214,00126,True,2000.000000000,0,275.0000,0.00,0.00,0.00,0.00,550000.00,0.00,False,
529,214,00265,True,500.000000000,0,357.0000,0.00,0.00,0.00,0.00,178500.00,0.00,False,
530,215,00022,True,50.000000000,0,2310.0000,0.00,0.00,0.00,0.00,115500.00,0.00,False,
531,215,00220,True,50.000000000,0,1540.0000,0.00,0.00,0.00,0.00,77000.00,0.00,False,
532,215,00262,True,750.000000000,0,53.0000,0.00,0.00,0.00,0.00,39750.00,0.00,False,
533,215,00369,True,480.000000000,0,300.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
534,216,00220,True,10.000000000,0,1540.0000,0.00,0.00,0.00,0.00,15400.00,0.00,False,
536,217,00022,True,2.000000000,0,2310.0000,0.00,0.00,0.00,0.00,4620.00,0.00,False,
535,217,00220,True,5.000000000,0,1540.0000,0.00,0.00,0.00,0.00,7700.00,0.00,False,
538,218,00022,True,5.000000000,0,2310.0000,0.00,0.00,0.00,0.00,11550.00,0.00,False,
537,218,00220,True,5.000000000,0,1540.0000,0.00,0.00,0.00,0.00,7700.00,0.00,False,
539,219,00019,True,20.000000000,0,2200.0000,0.00,0.00,0.00,0.00,44000.00,0.00,False,
540,220,00019,True,20.000000000,0,2200.0000,0.00,0.00,0.00,0.00,44000.00,0.00,False,
573,221,00231,True,8.000000000,0,1320.0000,0.00,0.00,0.00,0.00,10560.00,0.00,False,
546,222,00019,True,20.000000000,0,2016.0000,0.00,0.00,0.00,0.00,40320.00,0.00,False,
543,222,00020,True,300.000000000,0,168.0000,0.00,0.00,0.00,0.00,50400.00,0.00,False,
544,222,00022,True,12.000000000,0,2520.0000,0.00,0.00,0.00,0.00,30240.00,0.00,False,
549,222,00030,True,850.000000000,0,97.0000,0.00,0.00,0.00,0.00,82450.00,0.00,False,
